Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,AB_Party,UPB,JaPa,GOP
ছি ছি ছি।ছাত্রলীগ নিষিদ্ধ হোক,3,2,2,2,2,2,2,2
ঘেও ঘেও লিগ,4,2,2,2,2,2,2,2
আয় ডাইনি,4,2,2,2,2,2,2,2
হাসিনার বিচার চাই শত শত হাজার হাজার মানুষ হততা করেছে ওর বাংলায় কোনো ঠাই নাই,3,2,2,2,2,2,2,2
"তোমার বাবার দেশ,, আর আমরা তো ভাড়া থাকি বাংলাদেশে!!! দেশের ৪ ভাগের ৩ ভাগ তো বিক্রি কোরে দিয়েছো,",3,2,2,2,2,2,2,2
বাংলাদেশের জনগন আর বোকা নেই যে এতো বড়ো গনহত্যাকারিকে খমা করেদেবে,3,2,2,2,2,2,2,2
ক্ষমার অযোগ্য,3,2,2,2,2,2,2,2
এরা যেনো বাংলাদেশ ঢুকতে না পারে ভাই।। এরা যেনো বাঁচার জন্য যায়গা খুঁজে।। এমন করতে হবে এদের,3,2,2,2,2,2,2,2
"আপা আপনি ভিন্ন মতাবলম্বী দেরকে বছরের পর বছর আয়না ঘরে রেখে যে ভাবে অত্যাচার ও নির্যাতন করেছেন,",3,2,2,2,2,2,2,2
জয় বাংলা জয় বঙ্গবন্ধু,1,2,2,2,2,2,2,2
আস কিসের বিচার পাবলিকের হাতে তুলে দিন মাইরের উপরে কোন ঔষধ নাই,3,2,2,2,2,2,2,2
চোর চোর ভোট চোর🩰,3,2,2,2,2,2,2,2
শেখ হাসিনা কে আয়না ঘরে রাখার অনুরোধ,3,2,2,2,2,2,2,2
ফিরে আসতে হবে আপনাকে দেশের মাটিতেই সরকার হিসেবে দেখতে চাই।,1,2,2,2,2,2,2,2
শেখ হাসিনা সরকার বার বার দরকার,1,2,2,2,2,2,2,2
তুই আর দেশে আইস নারে,3,2,2,2,2,2,2,2
আসেন আয়না ঘর খালি আছে,3,2,2,2,2,2,2,2
"এইবার আর পালাতে পারবানা সোনা,, তোমার এবার মৃত্যুর সাদ গ্রহন করতে চাইলে আসো",3,2,2,2,2,2,2,2
ইনশাআল্লাহ ফিরে আসবেন আপনি,1,2,2,2,2,2,2,2
অর বাপ দেশ কিনছে এটা অর দেশ আমরা ভারাটিয়া,3,2,2,2,2,2,2,2
সাহস থাকলে দেশে থাকতে,3,2,2,2,2,2,2,2
শেখ হাসিনাকে দেশে আশার জন্য জোর দাবী জানাচ্ছি বিচারের সম্মুখীন হতেই হবে,3,2,2,2,2,2,2,2
ওনার বাবার কেনা একান্ত দেশ,3,2,2,2,2,2,2,2
তুই আয় বাংলাদেশের প্রতিটি মানুষ তোর অপেক্ষায় আছে,3,2,2,2,2,2,2,2
"ইতিহাসের সেরা স্বৈরাচারী শাসক ছিলা তুমি, তোমার তো স্বৈরাচারী ভাব থাকবেই।",3,2,2,2,2,2,2,2
আহো হাসু আপা আহো,3,2,2,2,2,2,2,2
আমি বাংলাদেশকে ভালোবাসি অমি শেখ হাসিনাকে ভালোবাসি,1,2,2,2,2,2,2,2
বাকি আছে দেশটা বিক্রি করার আসেন খালা সেটা করে জান আর আপনারে আমরা ছেরে দিবো,3,2,2,2,2,2,2,2
বাংলার জমিনে তোর মত ফেরাউনের ঠাঁই নাই।,3,2,2,2,2,2,2,2
যার লজ্জা নাই তার ঈমান নাই,3,2,2,2,2,2,2,2
তোমকে বিচারের সম্মুখীন হতেই হবে,3,2,2,2,2,2,2,2
হাসিনার জন্য আয়না ঘর অপেক্ষা করছে। হাসিনাকে দ্রুত আসতে হবে,3,2,2,2,2,2,2,2
আমার মত কে কে শেখ হাসিনাকে প্রধানমন্ত্রী হিসেবে দেখতে চান।,1,2,2,2,2,2,2,2
দেশে আইসে দেক তোরে কি করে জনগন,3,2,2,2,2,2,2,2
"আহো আহো আমরা রেডি আছি,,বহু মানুষ মেরেছিস তুই",3,2,2,2,2,2,2,2
বুবু তুমি কই আয়না ঘর তোমার অপেখায় আছে কিলার বুবু,3,2,2,2,2,2,2,2
শেখ হাসিনা এই দেশ তোর বাপের না তোর বাপের হলে তুই এ রকম করতে পারতি না এখনো সময় আছে বালো হয়ে জা,3,2,2,2,2,2,2,2
জয় বাংলা জয় বঙ্গবন্ধু জয় শেখ হাসিনা,1,2,2,2,2,2,2,2
এদের কোনো ক্ষমা নাই।,3,2,2,2,2,2,2,2
দেশে আসলে ডিম থেরাপি দেওয়া হবে🤣,3,2,2,2,2,2,2,2
শয়তান দূর হইছে! আলহামদুলিল্লাহ,3,2,2,2,2,2,2,2
খু'নি কিলার,3,2,2,2,2,2,2,2
হাসিনা কে বাংলাদেশে এনে তার বিচার করতে হবেতাকে ফাঁশি দিতে হবে।,3,2,2,2,2,2,2,2
এই জারস এর বাচ্চা জারস সন্তান কিভাবে আবার কথা বলে,4,2,2,2,2,2,2,2
পিলখানা হত্যাকান্ডের বিচার চাই,3,2,2,2,2,2,2,2
যুগ্য নেএী ওনি আামাদের পাশে আমরা চাই,1,2,2,2,2,2,2,2
"শেখ হাসিনা সরকার বাংলাদেশ বার বার দরকার,,, জয় বাংলা জয় বঙ্গবন্ধু",1,2,2,2,2,2,2,2
ইনশাআল্লাহ আসতেই হবে জয় বঙ্গবন্ধু জয় ম্যাডাম শেখ হাসিনা,1,2,2,2,2,2,2,2
এটা নাকি তার বাবার দেশ। আমরা তাহলে কি ভাড়াটিয়া,3,2,2,2,2,2,2,2
মাফিয়া হাসিনা,3,2,2,2,2,2,2,2
এইজন্য নিজের হাতে লক্ষ হাজার কোটি টাকা পাজার করেছিস,3,2,2,2,2,2,2,2
স্বৈরাচার দেশ ছেরে পালিয়ে গেলি কেন,3,2,2,2,2,2,2,2
আসতে বল তোদের নেত্রীকে আমরা ভরে দেওয়া জন্য প্রস্তুত,3,2,2,2,2,2,2,2
"যে দলের প্রধান নিজে বাঁচার জন্য কর্মী রেখে পালিয়ে যায়,সে দল নিয়ে গর্ব নয় লজ্জা করা উচিত।",3,2,2,2,2,2,2,2
আয় তোর জন্য বাঁশ রেডি আছে বাংলাদেশে,3,2,2,2,2,2,2,2
গণহত্যার কারণে তোমাদেরকে বিদেশ থেকে এনে তারপর বিচারের মাধ্যমে কঠিন শাস্তি প্রদান করা হবে।,3,2,2,2,2,2,2,2
চোরের মায়ের বড় গলা সাহস থাকলে দেশে আয়,3,2,2,2,2,2,2,2
রক্ত পান করে পিপাসা মিটেনি আরো রক্ত লাগবো।,3,2,2,2,2,2,2,2
"ডাইনি আয়, সন্তান হারা মা রা তোর জন্য অপেক্ষা করছে।",4,2,2,2,2,2,2,2
তুমি একটু তাড়াতাড়ি আসো আসু আপা তোমার বিচার করতে হবে না তোমার শাস্তি তো এখন অনেক বাকি,3,2,2,2,2,2,2,2
বিজয় আবার আসবে ইনশাআল্লাহ,1,2,2,2,2,2,2,2
"শাহস থাকলে ফিরে আয়, তোকে তোর বাপের কাছে পাঠাবো।",3,2,2,2,2,2,2,2
সর্বোচ্চ শাস্তি তাদের দেয়া হোক,3,2,2,2,2,2,2,2
হাসিনাকে আবারও চাই,1,2,2,2,2,2,2,2
তোর কোনো মাফ নাই,3,2,2,2,2,2,2,2
শেখ হাসিনা কে বাংলাদেশের প্রধানমন্ত্রী চাই,1,2,2,2,2,2,2,2
আপনাকেই দরকার শেখ হাসিনা,1,2,2,2,2,2,2,2
ভারতের কোনো দালালের জায়গা হবে না।,3,2,2,2,2,2,2,2
তুমি আসো সকল হিসাব নেয়া হবে ডাইনি মহিলা,4,2,2,2,2,2,2,2
রাইট আবার আসবে ইনশাল্লাহ,1,2,2,2,2,2,2,2
আয়!!!জনতা দফা রফা করবে!!,3,2,2,2,2,2,2,2
সাবাস জয় বাংলার নেত্রী।,1,2,2,2,2,2,2,2
আওয়ামী লীগ দলটাকে নিষিদ্ধ করা হোক এটা একটা সন্ত্রাসী দল,3,2,2,2,2,2,2,2
তুই দেশে আসলেই তোর খবর আছে।,3,2,2,2,2,2,2,2
"এই মহিলা একটা বিশ্ব বেহায়া। ছিঃ। আয় তুই, তোর বিচার হবে",3,2,2,2,2,2,2,2
জয় বাংলা,1,2,2,2,2,2,2,2
মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনার সরকার বার বার বার দরকার জয় বাংলা,1,2,2,2,2,2,2,2
ইনশাআল্লাহ বাংলাদেশের জনগণ বুঝবে একদিন শেখ হাসিনাকে প্রয়োজন,1,2,2,2,2,2,2,2
"লজ্জা নাই, আসো তুমি গুম খুনের বিচার টা দেখতে চাই,",3,2,2,2,2,2,2,2
দেশে আসবা কেন? তুমি বুড়ো বলে কি মোদি তোমাকে খায় না?,4,2,2,2,2,2,2,2
শেখ হাসিনা আপনাকে আমরা আবারও চাই,1,2,2,2,2,2,2,2
আপনি তাড়াতাড়ি চলে আসেন আপনার জন্য আয়না ঘর খালি করা হয়েছে,3,2,2,2,2,2,2,2
বাংলাদেশে এসব বিশ্বাস ঘাতকের কোন প্রয়োজন নেই।,3,2,2,2,2,2,2,2
ডাইনী ডাইনী ডাইনীকে আর বাংলার মানুষ চাই না।,4,2,2,2,2,2,2,2
ওদের বিরুদ্ধে কঠোর ব্যবস্থা নেয়া হোক।,3,2,2,2,2,2,2,2
আলহামদুলিল্লাহ!! প্রিয় নেত্রীকে দেখেই মনটা ভালো হয়ে গেলো💜,1,2,2,2,2,2,2,2
আস বাশ রেডী,3,2,2,2,2,2,2,2
"আবার কি জন্য আসবা,,,ভোট চুরির জন্য,,, ছিঃ ছিঃ ছিঃ",3,2,2,2,2,2,2,2
আসলে কুওার মতো পিঠামু,4,2,2,2,2,2,2,2
আপনাকে দেশের জন্য আবার দরকার,1,2,2,2,2,2,2,2
,,2,2,2,2,2,2,2
আয় রে ডাইনী তুই আবার আয়,4,2,2,2,2,2,2,2
আওমীলিগ পাপ করেছে,3,2,2,2,2,2,2,2
শেক হাসিনা জয় হবে ইনশাআল্লাহ,1,2,2,2,2,2,2,2
"বুবু জনগন ডিম তেরাপি দিব,আসেন বাকি জিবন জেলে কাটান",3,2,2,2,2,2,2,2
আওয়ামী লীগ জেগে উঠতে হবে আবার আসবে শেখ হাসিনা সরকার দেশে,1,2,2,2,2,2,2,2
কত ছাত্র বুক পেতে দিছে আর তোমরা পালাই ছো,3,2,2,2,2,2,2,2
বাংলার মানুষ এত বোকাচোদা না তোমারা নাটক করাব সব মেনে নিব,3,2,2,2,2,2,2,2
সব বাটপারি চুর সবগুলো,3,2,2,2,2,2,2,2
কে‌ কি ভাবে বাঁচা যায় সে সেই ভাবে নাটক করতেছে,3,2,2,2,2,2,2,2
বিশ্বাস করা মুশকিল তোমাদের মনা,3,2,2,2,2,2,2,2
