Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
"এই ক্ষুধার্ত হায়নারা সারাক্ষণ নির্বাচনের কথা বলত, একমাত্র দেশটা গিলার জন্য।",2,4,2,2,2
"শাউয়ামারা ডায়ালগ আই হ্যাভ এ প্ল্যান এর রূপ কি তাহলে এই ধর্ষণ এই খুন সারা দেশজুড়ে এই রাহাজানিলুটপাট? কিরে, জবাব দে!",2,4,2,2,2
মাদারীরা কার্ড যে শুধু জনগণকে ঘোল খাওয়ানোর জন্য এগুলা আমরা বুঝি রে শালা,2,4,2,2,2
আইসে হালা কার্ড বিক্রেতা।,2,4,2,2,2
তোগো ফ্যামিলি কার্ড কৃষি কার্ড এগুলার নামই খালি শুনতেছি গরিবেরা এগুলা এখনো চোখেও দেখে নাই শালা জাউরারা ।,2,4,2,2,2
হায়রে মানুষ ছাগল দিয়ে হালচাষ করতে চায়।,2,4,2,2,2
‎দেশে কোন খাম্বা থাকবে না 😂😂😂😂,2,4,2,2,2
‎ধানের শীষ বিএনপির বিষ,2,4,2,2,2
ধানের শীষে...খাম্বা চোর শীর্ষে,2,4,2,2,2
"কাজের কাজ নাই হাম্বা হাম্বা,,",2,4,2,2,2
একটা সাওয়া কার্ড লাগবো আমার আসেনি?,2,4,2,2,2
"সারাক্ষণ খালি কার্ড কার্ড কার্ড আর কার্ড,, দেশটা যে ধ্বংস হইয়া যাইতাছে ঐদিকে কোনো নজর নাই শালাদের খালি মুখে একটাই কথা ।",2,4,2,2,2
তোগো কার্ড তোগো পুটকিতে ভরুম।,2,4,2,2,2
লন্ডন থেকে শালায় কার্ড চুদাইইতে আইছে।,2,4,2,2,2
"পাগলা ছাগলা দল একটা,,অন্য কোনো দলের মধ্যে এত কোন্দল দেখি নাই। এই বিএনপি দলের মধ্যেই, দলের ভেতরেই নেতাকর্মীদের মধ্যে দুনিয়ার অশান্তি, খুনাখুনি, মারামারি।",2,4,2,2,2
"অসভ্য বেয়াদপ একটা দল,,এরা নিজেদের নেতাকর্মী নিজেরাই মেরে ফেলে.. এদের এক নেতাকর্মী আরেক নেতাকর্মীকে মেরে ফেলে এদের নিজেদের স্বার্থের জন্য এরা সবকিছুই করতে পারে।",2,4,2,2,2
বুঝলাম না এই মূর্খের দল দেশ সামলাবে কীভাবে? এরা তো নিজেদের নেতাকর্মীদেরই সামলাতে পারছে না রক্তারক্তি লাগাই দিছে।,2,4,2,2,2
এই বেহাইয়াগুলার খালি মুখে মুখে বড় বড় কথা এই করবে সেই করবে বাল ছিঁড়ে ফেলবে। দেশের যে অবস্থা এদের নিজেদের নেতাকর্মীরাই খুনিসন্ত্রাসী। এদেরই কোনো বিচার করে না। পুরা দেশের কী বিচার করবে? পুরা দেশ কী সামলাবে?,2,4,2,2,2
বিএনপির বলদের বাচ্চাদের উচিত জামাতের কাছ থেকে শিক্ষা গ্রহণ করা। জামাত কতটা সুন্দর ও সুসংগঠিত এদের নেতাদের মধ্যে কত ভাব মিল মহব্বত। আর এই বিএনপির লোভীগুলা শুধু নিজের স্বার্থ ছাড়া কিছু বোঝে না। নিজের স্বার্থে আঘাত লাগলেই এরা নিজেদের কর্মীদেরকেও মেরে ফেলে।,2,4,2,1,2
বিএনপি সরকার হিসেবে পুরাই ব্যর্থ । এই কয়েক মাসেই যে অবস্থা করছে দেশটার পুরাই গুয়া মারা দিয়া দিছে একদম ।,2,4,2,2,2
এরা আসছে জাস্ট নিজের পকেট ভরতে । দেশের পুন*মাইরা সব আত্মসাত করাই এদের থান্দা ।,2,4,2,2,2
অসভ্য বেয়াদব বর্বর একটা দল ।,2,4,2,2,2
বোকা*চুদা দল বিএনপি।,2,4,2,2,2
"এই বদমাশ বেয়াদব বিএনপি সরকারের আমলে দেশের কোনো উন্নতি হবে না,,,এটা লিখে রাখেন ।",2,4,2,2,2
লোভি ভন্ড বিএনপি আসছেই শুধু নিজের পকেট ভরি করতে উন্নয়নের কোনো আশা বা ইচ্ছাই তাদের নাই ।,2,4,2,2,2
"শয়তানে ধরসিল মনে হয় আমাকে ধানের শীষে ভোট দিয়ে কী যে ভুলটা করলাম, এখন হাড়ে হাড়ে টের পাচ্ছি।",2,4,2,2,2
"এই লোভী হায়নার দলকে ভোট দিয়ে ক্ষমতায় আনছি,,, এখন নিজের মাথা ফাটানো ছাড়া আর কোনো কিছুই করার নায় ।",2,4,2,2,2
"এদেশে চোর নিজেই যখন চোর ধরার দায়িত্ব প্রদানকারী, তখন এসব ফাঁকাআওয়াজ।",2,4,2,2,2
শালা পাগল হয়ে গেছে প্রতিদিন একটা না একটা কিছু দেওয়া লাগে মাথা নষ্ট হয়ে গেছে,2,4,2,2,2
বলদে প্রধানমন্ত্রী হওয়ার জন্যে ভালো হতে পারছেনা।মোজাম্মেল বাবু এটাকে রাস্তায় কুত্তার মতো পিটিয়ে মারতে বলেছিল এক টকশোতে ।,2,4,2,2,2
৫৩ বছর কার তা ফালইছো জানি,2,4,2,2,2
এত চিন্তা তোমার করতে হবে না চোর,2,4,2,2,2
খাম্বা চুরা,2,4,2,2,2
লেওড়ার গণতন্ত্র,2,4,2,2,2
সব সালা বাংলাদেশের পতাকা গলায় নিয়ে বাংলাদেশের পুটকি মারার ধান্দায় আছে।,2,4,2,2,2
বিএনপির পতনের জন্য তারা নিজেরাই যথেষ্ট! অতিরিক্ত ক্ষমতার মোহে অন্ধ বিএনপির পতন খুবই ভয়ংকরভাবে হবে। অপেক্ষা শুধু সময়ের…জাউরা গুলা তখন কই পালাবে সেটাই দেখার ইচ্ছা,2,4,2,2,2
বাংলাদেশে মাদারবোর্ড বিম্পি থাকা অবস্থায় কোন সুস্থ নির্বাচন সম্বভ না। দায়িত্বে ডক্টর ইউনুস থাকুক বা ফেরেস্তা তাও সম্ভব না,2,4,2,2,2
"ভোটের আগে আর মনে হয় না আসবে, কারণ আগস্টের আগেই আসার কথা কিন্তু আসেনি খাম্বাষ্টার,",2,4,2,2,2
"বাংলাদেশে বিদ্যুতের খুঁটিগুলোর নিরাপত্তা জোরদার করা হোক, খাম্বা চোর বলে আসতেসে শুনলাম।😎 যাইহোক! গোড়ার ডিম আর তারেক রহমান দেশে ফিরবে এই দুইটা জিনিস আমরা জীবনেও দেখবো না।😎",2,4,2,2,2
"তারেক রহমান বিমানবন্দরের নামার সাথে সাথেই তাকে গ্রেপ্তার করতে হবে রাষ্ট্রদ্রোহী মামলার অপরাধী হিসেবে, শালা বাটপার",2,4,2,2,2
"হাইস্যকর, যারা নিজেরই ধ.র্ষণ, খু.নে জড়িত, লম্পট সব",2,4,2,2,2
চোরের বিচার ডাকাত করে।,2,4,2,2,2
বিএনপি এখন পাগলা কুত্তা হয়ে গেচে,2,4,2,2,2
"তারেক রহমানকে চুরি বিদ্যা শিক্ষা দিয়েছে তার মা খালেদা জিয়া তাই চোর যদি ধরা না দেয় চোরের ওস্তাদকে ধরে জেলে ঢোকান কথায় বলেনা কান টানলে মাথা আসে, চোর পরিবার",2,4,2,2,2
একদম ঠিক বলছে মূর্খ নেত্রী খালেদা জিয়াকে দেখতে চাই না,2,4,2,2,2
পার্থ সালার পুত হলো হাসিনার বড় দালাল  পার্থ কে বিএনপির যোট থেকে বাদ দেওয়া হক,2,4,2,2,2
জারজ মানেই বিএনপি,2,4,2,2,2
বিএনপি জামায়াত্যা রাজাকারের লতা সন্তানেরা বেশি লাফাইসনা সামনে আয় ঠেং বেঙ্গে হাতে ধরিয়ে দিবো,2,4,2,4,2
লন্ডনে বইসা বইসাই কি দেশ চালাবি নাকি? বাটপার ভণ্ড.,2,4,2,2,2
শালা মূর্খ । ভিডিও করলে বসে বসেই কি দেশ চালাবি নাকি?,2,4,2,2,2
বিএনপি একটা বাটপারদের দল।,2,4,2,2,2
খাম্বা তরেক কি বলে,2,4,2,2,2
বিএনপির এই শয়তানগুলোর মুখে আবার গণতন্ত্রের কথা!,2,4,2,2,2
শালা বিএনপিএত ভণ্ডামি করিস কীভাবে?,2,4,2,2,2
শালা ভণ্ডের দল ,2,4,2,2,2
এই অসভ্য বেয়াদব চাঁদাবাজির দল আবার দেশ চালানোর স্বপ্ন দেখে!,2,4,2,2,2
জনগণকে আর কত বোকা বানাবি আবাল*চুদা?,2,4,2,2,2
"মিথ্যাবাদীর দল, মুখে শুধু বড় বড় কথা শালা..........",2,4,2,2,2
বিএনপির শয়তান নেতাগুলো শুধু নিজের আখের গোছায়।,2,4,2,2,2
এই কুত্তার বাচ্চাদের আবার দেশপ্রেমের কথা শুনতে হয়!,2,4,2,2,2
কুত্তার মতো চিৎকার করলেই নেতা হওয়া যায় না।,2,4,2,2,2
ধান্দাবাজের দল মানুষের কথা মনে পড়ে শুধু ভোটের সময়।,2,4,2,2,2
বাটপার চোরের দল আবার সততার বুলি আওড়ায়!,2,4,2,2,2
অশিক্ষিত মূর্খ প্রধানমন্ত্রী দিয়া এখন দেশ চলব ।,2,4,2,2,2
নেতা মোগো ইন্টারপাশ গাধা দিয়া এখন হাল চাষ হবে।,2,4,2,2,2
"এমন একটা দেশে থাকি যেই দেশে প্রধানমন্ত্রী সবচেয়ে বড় মূর্খ, অশিক্ষিত বর্বর।",2,4,2,2,2
তারেক হইল একটা বড়সড় রামছাগল।,2,4,2,2,2
তারেক একটা জাস্ট পুতুল এই গাধাটাকে চালাইতেছে অন্য কেউ..,2,4,2,2,2
চাদা নিতে নিতেই একদিন এই হারামজাদারা মরব।,2,4,2,2,2
এরা সবসময় এদের কুকুর বাহিনী লালাই দেয় মানুষে থেকে চাঁদা আনার জন্য ।,2,4,2,2,2
গোয়ার শয়তানি মার্কা একটা দল নিজেদের ভুল জীবনও মরলেও স্বীকার করবে না ।,2,4,2,2,2
এরা আমাদেরকে ব্যাক্কল পাইছে । কিন্তু এরা তো জানে না জনগণের কি ক্ষমতা । এরা নিজেরাই একটা বোকা চুদা ।,2,4,2,2,2
"দেশে এত ধর্ষণ, এত খুন আগে কখনো হয় নাই। এই হারামিগুলো ক্ষমতায় আসার পর দেশের যে ভয়ঙ্কর অবস্থা।",2,4,2,2,2
"আল্লাহর গজব নাইমাপুরুক এই চাঁদাবাজ, জুলুমবাজ জানোয়ারদের উপর ।",2,4,2,2,2
"শুধুমাত্র চাঁদার জন্য এরা এ পর্যন্ত কত নিরীহ মানুষকে যে খুন করেছে, তার কোনো হিসাব নেই। আল্লাহ যেন এই পিশাচগুলাকে ধ্বংস করে।",2,4,2,2,2
নিজের ঘরের মধ্যেই মানুষ খুন হইয়া পইরা থাকে । এই হইল দেশের আইনশৃঙ্খলার অবস্থা । আর এই মাগির পুতেরা কার্ড কার্ড কইয়া চিল্লায় সারাক্ষণ।,2,4,2,2,2
"এতগুলো ধর্ষণ যে হইল, একটারও বিচার হইল না । এই সুদানিরা কী করতে যে ক্ষমতায় আসছে আল্লাহই ভালো জানেন ।",2,4,2,2,2
এদের নিজেরদের চুতমারানি কর্মীগুলাই আসলে একেকটা ধর্ষক ।,2,4,2,2,2
অতীত থেকে শিক্ষা নেওয়া তোদের আগানো উচিত নাহলে তোদেরকেও জনগণ জুতা মাইরা বাইর করবে ।,2,4,2,2,2
"হেডার কার্ডের কথা কস খালি, তো ভিতরেই ভর",2,4,2,2,2
গিরগিটিও তোদের দেইখা লজ্জা পাইবে! ভণ্ডের দল নির্বাচনের আগে এক রূপ নির্বাচনের পরে আরেক রূপ।,2,4,2,2,2
ধানের শীষ তগো হোগা ভর্তি বিশ ।,2,4,2,2,2
পাগলা কুত্তার কামড় যারা খাইছে তারাই একমাত্র বিএনপি করে ।,2,4,2,2,2
আওয়ামী লীগের আমলের বিলাইগুলা এখন হিংস্র হায়না হইয়া গেছে।,2,4,2,2,2
সতেরোটা বছর মিউ মিউ কইরা এখন নতুন কইরা ঘেউ ঘেউ করা শিখছে।,2,4,2,2,2
"বলদারে বানাইছে প্রধানমন্ত্রী, নামের প্রধানমন্ত্রী কামের কাম নাই ।",2,4,2,2,2
"চাদা লইতে আই খালি এবার তোগো পুট,কিতে ভরমু",2,4,2,2,2
দূরনীতিবাজ চাঁদাবাজ হেডা!বাজ ওয়াক থু,2,4,2,2,2
একটা চুদাচুদির কার্ট অবশ্যই লাগব ।,2,4,2,2,2
ডাকাত মাস্তান চাঁদাবাজ সংগঠন।,2,4,2,2,2
অসভ্য বেয়াদব টোকাই বস্তির পোলাপান দিয়া দল ভারী করতেছে।,2,4,2,2,2
"সবকিছুর দাম এখনও আকাশছোঁয়া। এগুলা কেউ দেখে না নাকি? নাকি মরে গেছে গা? মরে গেলে গা, এই হারামজাদাগুলাকে কবর দিয়া দিক তাইলে।",2,4,2,2,2
এই লোক কি আসলেই জানে না? নেতাকর্মীরা সারা দেশে কী কইরা বেড়াইতেছে? নাকি এই বলদটাকে কেউ গোনেই না? কেউ মানে না মনে হয়।,2,4,2,2,2
এইরকম একটা আবাল দাশ দিয়া দেশ চালানো আসলেই সম্ভব না । কয়দিন টিকে আর সেটাই দেখার পালা ।,2,4,2,2,2
"চাঁদার জন্য কত নিরীহ মানুষের সর্বস্ব কাইরা নিছে এই হিংস্র হায়নার দল। এটাই আমার সোনার দেশ, সোনার বাংলা।",2,4,2,2,2
হাাগতে গেলেও চাদা মুততে গেলেও চাদা,2,4,2,2,2
"ক্ষমতায় আসার সাথে সাথেই চৌদ্দগোষ্ঠীকে বিভিন্ন পদে বসাইয়া দিছে যোগ্যতা থাক আর না থাক, গোয়া মারা সারা।",2,4,2,2,2
একটা দেশ পরিচালনার জন্য ইসলামী আইন কানুনই সবচেয়ে ভালো ব্যবস্থা। আর জামাতই এই ইসলামি আইন বা অনুশাসনকে দেশে চালু করতে পারে। তাই আমার মনে হয় জামাত আসলে ভালো।,2,2,2,1,2
নারীদের অধিকার প্রতিষ্ঠায় জামাত যে ভূমিকা পালন করতে পারবে,2,2,2,1,2
স্কুল মাদ্রাসার শিক্ষা উন্নত ব্যবস্থা করার জন্য জামাতের আশা দরকার.,2,2,2,1,2
"জামাত ইসলামি পারবে, খেলাফত আন্দোলনকে সফল করতে",2,2,2,1,2
সফিকুর রহমান খুব ভালো একজন আবির.,2,2,2,1,2
চাঁদাবাজি নির্মূল করতে এই দলের প্রয়োজন.,2,2,2,1,2
ঘুষ সন্ত্রাসী কার্যকলাপএগুলো সব দূর করার জন্য ইসলামী শাসনব্যবস্থা দরকার।,2,2,2,1,2
"নারীদের আব্রু, পর্দা রক্ষায় ইসলামের কোনো বিকল্প নেই।",2,2,2,1,2
জামাতের আমির নারীদের নিয়ে অনেক ভালো ভালো পদক্ষেপ নিয়েছেন । নারী অধিকারের ব্যাপারে তিনি যথেষ্ট সচেতন ।,2,2,2,1,2
এ পর্যন্ত ইসলামের কোনো দলের কোনো খারাপ রেকর্ড বা কোনো দুর্নীতির কোনো অভিযোগ এ পর্যন্ত শুনি নাই।,2,2,2,1,2
ইসলামী কোনো দলকে এ ধরনের চাঁদাবাজি করতে দেখিনি।,2,2,2,1,2
খুন গুম হত্যার মতো অভিযোগ ইসলামী কোনো দলের বিরুদ্ধে এ পর্যন্ত পাওয়া যায়নি।,2,2,2,1,2
"ছাত্রশিবির খুবই সুসংগঠিত একটি সংগঠন, এদের নিজেদের ভিতরকার কোনো দ্বন্দ্ব নেই.",2,2,2,1,2
অনেকে একাত্তরে জামাতের নেগেটিভ ভূমিকার কথা বলে. এর কারণে জামাতকে আমার মনে হয় ক্ষমা করে দেওয়া উচিত.,2,2,2,1,2
একাত্তরের জন্য জামাতকে ক্ষমা করে দেওয়া উচিত।,2,2,2,1,2
জামাত ক্ষমতায় আসলে আশা করি দেশের সব সন্ত্রাসী কর্মকাণ্ড কমে যাবে।,2,2,2,1,2
বর্তমানে সকল রাজনৈতিক দলের মধ্যে আমার মতে জামায়াত সবচেয়ে সেরা।,2,2,2,1,2
"জামায়াতের নিজেদের কর্মীদের মধ্যে খুব ভালো একটা ঐক্য আছে, কিন্তু বিএনপির কর্মীদের মধ্যে দেখা যায় তারা নিজেরাই মারামারি করে, দ্বন্দ্ব সৃষ্টি করে।",2,3,2,1,2
এনসিপিআর বিএনপির চেয়ে জামায়াত বেটার.,2,3,3,1,2
জামাত বর্তমানে খুব ভালো ভালো কাজ করছে।,2,2,2,1,2
ইসলামিক দলগুলো এভাবে কাজ চালিয়ে গেলে আমাদের দেশের অনেক উন্নতি হবে।,2,2,2,1,2
জামাতের আমির আমাদের দেশকে একটি উন্নত দেশের রোল মডেলে পরিণত করতে পারবে আশা করি ইনশাআল্লাহ।,2,2,2,1,2
পদ্মা সেতু মতো দশটা সেতু জামাতের আমির ইনশাআল্লাহ করে দেখাবে।,2,2,2,1,2
শফিকুল ইসলাম আমার মতে অন্যতম সেরা নেতা.,2,2,2,1,2
"শফিকুর রহমান জানে কীভাবে নিজের দলের নেতাকর্মীদের নিয়ন্ত্রণে রাখতে হয়, কীভাবে সন্ত্রাসী দমন করতে হয়.",2,2,2,1,2
"ক্ষমতায় আসলে ইসলামি দলগুলো আমাদের দেশের আমূল পরিবর্তন করবে বলে আশা করি, ইনশাআল্লাহ।",2,2,2,1,2
"দেশে প্রকৃত শাসন ব্যবস্থা প্রতিষ্ঠা করতে চাইলেদেশের সকল ধরনের গুম হত্যা সন্ত্রাসী ঘুষ চাঁদাবাজি নির্মূল করতে চাইলে, আমার মতে ইসলামী দলগুলো ক্ষমতায় আসা উচিত।",2,2,2,1,2
শফিকুর রহমানের নেতৃত্বে আমাদের দেশ ইনশাআল্লাহ ইউরোপের যে কোনো দেশের থেকে আরো বেশি এগিয়ে যাবে।,2,2,2,1,2
"তোমরা যতই নিন্দা করো না কেন শিবির ঠিকই ধিরে ধিরে সবার মন জয় করে নিচ্ছে,,☺️",2,2,2,1,2
ছাত্র শিবিরের বিজয় হবে ইনশাল্লাহ,2,2,2,1,2
জামাত ক্ষমতায় গেলে ওই আগের দলগুলোর মতই একই চেহারা ধারণ করবে মুখে মধু অন্তরে বিষ এদের।,2,2,2,3,2
জামাতের আমিরকে দেখলে কেমন ভণ্ড ভণ্ড লাগে।,2,2,2,3,2
একাত্তরের মূল রাজাকার বাহিনী ছিল এই জামায়াতের নেতারাই ।,2,2,2,3,2
জামাতের আমির ক্ষমতায় আসলেও মনে হয় না দেশের উন্নতি করতে পারবে।,2,2,2,3,2
"জামায়াত ইসলামের লেবাসধারী একটা দল। এদের মুখে ইসলাম, কাজে ইসলামের ছিটেফুটাও নাই।",2,2,2,3,2
আমাদের দেশের স্বাধীনতার বিপক্ষে ছিল ,2,2,2,3,2
একাত্তরে মুক্তিযোদ্ধাদের বাড়ি গিয়ে গিয়ে এই নেতারাই মুক্তিযোদ্ধাদের পাকিস্তানিদের হাতে তুলে দিয়েছিল। তাদের ক্ষমা করা উচিত হয় নাই।,2,2,2,3,2
"জঙ্গিবাদের সূচনাই করেছিল এইদল, তাদের আসলে রাজনীতিতে আসতে দেওয়াই উচিত হয়নি, বয়কট করো সবাই.",2,2,2,3,2
কাউয়াও একটা পাখি জামাতও একটা দল.,2,2,2,3,2
জামাতের নেতা ভাব ধরে আলেম আসলে তো একটা জালেম.,2,2,2,3,2
মুক্তিযুদ্ধের বিরোধী শক্তি জামায়াতে ইসলামের দল,2,2,2,3,2
জামাইয়াদের কাজই হচ্ছে বাংলা ভাই আর কাদের মোল্লাদের মতো জঙ্গি সন্ত্রাসীর জন্ম দেওয়া.,2,2,2,3,2
জামাত ক্ষমতায় আসলে মেয়েদেরকে পায়ে শিকল পরানো ছাড়া আর তেমন কোনো কাজ করতে পারবে বলে মনে হয় না।,2,2,2,3,2
জামাতে ইসলামে দলগুলোর কাছে আমাদের দেশের মেয়েদের নিরাপদ মনে হয় না।,2,2,2,3,2
জামাতের নেতারা বাল পাকনা.,2,2,2,3,2
জামাতের নেতাগুলো বেশি খারাপ। এরা নয় দশ বছরের বাচ্চা মেয়েদেরকে বিয়ে করার জন্য পাগল হয়ে থাকে।,2,2,2,3,2
"এদের মাথায় খালি ঘুরে বিয়া বিয়া বিয়া, চার বিয়া করবে এটাই ঘুরেছে কিছু বলার নাই।",2,2,2,3,2
"দেশের পক্ষের শক্তি হল আওয়ামী লীগ, দেশ বিরোধী শক্তি হল জামায়াত।",1,2,2,3,2
যুদ্ধাপরাধী একমাত্র দল হল জামাতে ইসলামী।,2,2,2,3,2
জামাতের সব খারাপ রুখে দিতে পারে একমাত্র আওয়ামী লীগই । আওয়ামী লীগই একমাত্র দেশপ্রেমী দল ।,1,2,2,3,2
"জামাত হল পুরান রাজাকার, তাদের যোগ্য উত্তরসূরি হল এনসিপি, এনসিপি এখন নতুন রাজাকার।",2,2,3,3,2
সফিকুর রহমানের দল কখনোই দেশের উন্নতি করতে পারবে না। উল্টো দেশকে অন্ধকার যুগের দিকে নিয়ে যাবে।,2,2,2,3,2
শফিকুর রহমানের নেতাকর্মীরা ব্যস্ত শুধু নারী কেলেঙ্কারি ঘটাতে.,2,2,2,3,2
জামাতের মতো বাজে দল আর একটাও নাই.,2,2,2,3,2
"জামাতের নেতারা সব যুদ্ধাপরাধী, আর এরা আবার যুদ্ধাপরাধীদের বংশধর।",2,2,2,3,2
"রাজাকার, যুদ্ধপরাধী এসব তাকমা কখনো জামাতরা নিজেদের গা থেকে সরাতে পারবে না।",2,2,2,3,2
"মুক্তিযুদ্ধের সময় মা বোনদের ইজ্জত নিয়েছে কারা, এটা সবাই জানে। কারা মুক্তিযোদ্ধাদের ধরিয়ে দিয়েছিল পাকিস্তানিদের হাতে? কারা এই দেশ কখনো স্বাধীন হোক এটা চায় নাই? এটা সব আম জনতাই জানে।",2,2,2,3,2
জামাতি নেতাদের মূল উদ্দেশ্যই হচ্ছে বাংলাদেশকে একটি জঙ্গি রাষ্ট্রে পরিণত করা ।,2,2,2,3,2
জামাতে আসলে আফগানিস্তান হয়ে যাবে বাংলাদেশ ।,2,2,2,3,2
দেশ কখনো স্বাধীন হোক এটা চায় নাই জামাত,2,2,2,3,2
জামাতের নেতারা একেকটা বাঙির পুত ।,2,2,2,4,2
গাজী নজরুল ইসলামের মতো লম্পট বদমাশকে রাজনীতি থেকে বহিষ্কার করা উচিত ।,2,2,2,4,2
জানোয়ার কতগুলোকে বসাইছে ইসলামি দলগুলোর নেতা হিসেবে ।,2,2,2,4,2
সফিকুর শালারে দেখলেই মেজাজ খারাপ হয়ে যায় ।,2,2,2,4,2
জামাতের কতগুলো কুত্তার বাচ্চা আছে ধর্মের লেবাস ধরে শিশু বলাত্কার করে ।,2,2,2,4,2
শালা বাঞ্চোদ রাজা কারের বাচ্চাগুলা ইসলামি আন্দোলনের নাম কইরা রাজনীতিতে ঢুকছে ।,2,2,2,4,2
এই গোলামের পুতেরা স্পষ্ট ধর্মীয় লেবাসধারী জানোয়ার ।,2,2,2,4,2
জামায়াতের নেতারা দেশের পুটকি মারতে এসেছে ।,2,2,2,4,2
যুদ্ধাপরাধী কুত্তার বাচ্চাগুলা আসছে রাজনীতি করতে ।,2,2,2,4,2
জামায়াতের নেতাগুলাকে দেখলেই ঝুতার বাড়ি মারতে মন চায় ।,2,2,2,4,2
শফিকুর রহমান শালারে দেখলে ভন্ড ভন্ড লাগে থাকে দরবেশ সাইজ্জা,2,2,2,4,2
জামাতিগুলা একেকটা বারো ভাতারি ।,2,2,2,4,2
ইসলামি ছাত্রী সংস্থার এইগুলো বেশি মাগী ।,2,2,2,4,2
শিবিরের গুলা মানুষরূপী জানোয়ার এগুলোরে আমার স্বাভাবিক মানুষ মনে হয় না ।,2,2,2,4,2
সাতক্ষিরার এম পির গালে জুতার বাড়ি মারা উচিত ।,2,2,2,4,2
শিবিরের গুলা খালি পাড়ে কুত্তার মতো মানুষের উপর ঝাঁপায় পড়তে আর রগ কাটতে ।,2,2,2,4,2
ছাত্রী সংস্থার মাগীগুলাকে দেখলে মন চায় রাস্তার মধ্যেই পিটানো শুরু করি।,2,2,2,4,2
শিবিরের জানোয়ারগুলা কত মানুষকে মারছে তার হিসাব নাই ।,2,2,2,4,2
জামাত ইসলামী দল খালি জঙ্গি পয়দা করে আর কতগুলা জানোয়ার তৈরি করে।,2,2,2,4,2
সোফিকুর রহমান দেশের প্রধানমন্ত্রী হইলে সবার আগে উন্নয়নের পুটকি মারবে ।,2,2,2,4,2
"খানকীর পুত জামা তেরা, এত যে ধর্ষণ খুনের সাথে জড়িত এইগুলারে কেউ ধরে না ক্যে?",2,2,2,4,2
হাঙ্গা ছাড়া কোনো কিছু চিনে না।,2,2,2,4,2
শফিকুর রহমানরে প্রধানমন্ত্রী বানাইলে কোনো বালটাও ফালাইতে পারবে না ।,2,2,2,4,2
শিবিরের শালার পুতেরা খালি বোমাবাজি চালায় ।,2,2,2,4,2
শিবিরের পোলা পান গোলারে পাইলে ইচ্ছামতো জানোয়ারের মতো পিটানো দরকার ।,2,2,2,4,2
রাজাকারের বাচ্চা জানোয়ারের বাচ্চাগুলারে দেখলেই মেজাজ খারাপ লাগে ।,2,2,2,4,2
জামাতের এমপিগুলা অমানুষের বাচ্চাগুলা বাচ্চা মেয়েগুলাকে বিয়া করতে এইগুলার হাঙ্গা ছাড়া আর কোনো কথা নাই খালি হাঙ্গাই করে ।,2,2,2,4,2
রাজাকারের বাচ্চাগুলাকে সংসদে এমপি বানাইলো কে? এরা আবার রাষ্ট্র নায়ক হইলে দেশের বারোটা বাজায় দিবে । এই ইসলামি সংস্থার নাম দিয়া দেশটাকে আরো ডুবাবে ।,2,2,2,4,2
জামাতে নেতারা খালিপারে মহিলাদেরকে বস্তা বন্দী করতে । এই কুত্তাগুলো কয়েকদিন পর দেখা যাবে বাংলাদেশকে আফগানিস্তানে পরিণত করছে ।,2,2,2,4,2
জামাত বাঙির পুত্ররা আরও অনেক জঙ্গি তৈরি করবে। বাংলা ভাই কাদের মোল্লাএদের মতো আরও শত শত জঙ্গি তৈরি করবে।,2,2,2,4,2
"নাসিরউদ্দিন পাটোয়ারী লন্ডন থেকে ভেসে আসা কোনো নেতা নয়, সে রাজপথের সংগ্রাম থেকে গড়ে ওঠা এক বিপ্লবী 
",2,2,1,2,2
নাসির বহুদিন পরে যৌক্তিক একটা পরামর্শ দিয়েচো তাই তেমাকে ধন্যবাদ। সর্ব প্রথম তোমাকে আজকে লাইক কমেন্ট করচি।,2,2,1,2,2
এরকম সাহসী ও সচেতন মূলক পোস্ট একমাত্র নাসিরুদ্দিন পাটোয়ারী ই করতে পারে,2,2,1,2,2
"পাটোয়ারী চাটুকার নয়,, সে একজন আপোষহীন বলিষ্ঠ কণ্ঠস্বর। বীর সাহসী সৈনিক।",2,2,1,2,2
দেশের স্বার্থে পাটোয়ারীর মতো প্রতিবাদী মানুষ দরকার ।,2,2,1,2,2
🇧🇩 জুলাই বাংলাদেশের মানুষের কোন দল আছে সেই দল হলো এনসিপি ওই কোন মার্কা আছে আছে ওই সেই মার্কা শাপলা তোমার আমার মার্কা শাপলা মার্কা বাংলাদেশের জনগণের মানুষের মার্কা শাপলা মার্কা বাংলাদেশী গরিব দুঃখীর জনগণের মার্কা শাপলা মার্কা আমরা চাই সবাই এনসিপি পাশে ইনশাআল্লাহ সবাই থাকবে কারণ এই দল হল বাংলাদেশের মানুষের দল যাদের কারণে এই দেশ আবারও স্বাধীন হইছে সেই দল হলো এনসিপি হাসনাদ আব্দুল্লাহ শার্জিদ আলম নাহিদ রানা আরো অন্যান্য ভাই তারা যারা আছে সবাই মানুষের দিকে সেবা করবে এটাই হলো তোমার আমার দল এনসিপি দল 🇧🇩🇧🇩,2,2,1,2,2
এটাই বাস্তবতা জনতা এই ক্ষমতা সাবাস এনসিপি এগিয়ে যাও আমরা আছি তোমার পাশে সব সময় আহবায়ক নাহিদ ইসলাম ভাইয়া ✌️✌️,2,2,1,2,2
